Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
45,1.0,0.0,0.0,1096.0,15.0,144.0,3502.0,0.1,15977.436930939963,0.0,0.0,695.2002468109131,,,,,,,,,,,,,,,,,,,,,8823.141469030395,4572.502404365771,14736.362548133304,95.56471103919087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1.0,0.0,0.0,1166.0,16.0,70.0,3572.0,0.1,4636.062227028782,0.0,0.0,702.3869378566742,,,,,,,,,,,,,,,,,,,,,2704.978247252583,1466.7749778837972,4455.620535170909,45.194856350201555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,1.0,0.0,0.0,1319.0,17.0,153.0,3725.0,0.1,16283.99740238498,0.0,0.0,718.2334339618683,,,,,,,,,,,,,,,,,,,,,9035.387076237395,4403.656014701351,14931.431110510583,170.922977124183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1.0,0.0,0.0,1386.0,18.0,67.0,3792.0,0.1,5176.310468531487,0.0,0.0,725.0707366466522,,,,,,,,,,,,,,,,,,,,,2857.011336612406,1609.1439848291184,4994.875465033054,41.31917043611398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1.0,0.0,0.0,1536.0,19.0,150.0,3942.0,0.1,16973.61890717755,0.0,0.0,740.2774274349213,,,,,,,,,,,,,,,,,,,,,9647.066755386408,4580.289343040195,15557.658653517969,170.708019484658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1.0,0.0,0.0,1590.0,20.0,54.0,3996.0,0.1,2982.4205014979348,0.0,0.0,745.7583391666412,,,,,,,,,,,,,,,,,,,,,1687.6683957054197,881.701152871801,2897.077666384947,27.445527903467173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1.0,0.0,0.0,1636.0,21.0,46.0,4042.0,0.1,2508.314574291158,0.0,0.0,750.7422778606415,,,,,,,,,,,,,,,,,,,,,1357.3509447338602,791.3668348378338,2450.775531120109,22.673391582371742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1.0,0.0,0.0,1672.0,22.0,36.0,4078.0,0.1,1911.4935673718235,0.0,0.0,754.7487111091614,,,,,,,,,,,,,,,,,,,,,1062.0053591171545,602.1437249091963,1877.0135244790401,16.076549650000985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,1.0,0.0,0.0,1703.0,23.0,31.0,4109.0,0.1,1220.2457329167253,0.0,0.0,758.2602565288544,,,,,,,,,,,,,,,,,,,,,601.1199413871171,413.24981900572294,1204.0178464086955,12.762280088722475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1.0,0.0,0.0,1858.0,24.0,155.0,4264.0,0.1,16103.153626002295,0.0,0.0,773.8786513805389,,,,,,,,,,,,,,,,,,,,,9078.171934279562,4323.229597873082,14725.473197109983,176.35712903225806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
